id,title,authors,year,type,domain,subcategory,method,key_finding,hypothesis_generated,relevance
3008,On exact computation with an infinitely wide neural net,"Arora, S.; Du, S.S.; Hu, W.; Li, Z.; Salakhutdinov, R.; Wang, R.",2019,paper,dl_theory,ntk,analytic,"Closed-form NTK computation for CNNs; exact kernel enables comparison with finite-width trained nets",Use NTK regression as null model for what a non-critical network would predict,3
3009,Wide neural networks of any depth evolve as linear models under gradient descent,"Lee, J.; Xiao, L.; Schoenholz, S.S.; Bahri, Y.; Novak, R.; Sohl-Dickstein, J.; Pennington, J.",2019,paper,dl_theory,ntk,empirical_theory,"Wide finite nets are well-approximated by their linearisation around init throughout training",Edge of chaos at init determines linearised dynamics throughout training; test whether trained nonlinear features cluster near chi=1,4
3010,Feature learning in infinite-width neural networks (muP),"Yang, G.; Hu, E.J.",2021,paper,dl_theory,infinite_width,mean_field,"Maximal Update Parametrisation gives a distinct infinite-width limit (feature-learning) that enables hyperparameter transfer across scales",muP networks deliberately leave the NTK/lazy regime — are they closer to or further from edge of chaos?,4
3011,Grokking: generalization beyond overfitting on small algorithmic datasets,"Power, A.; Burda, Y.; Edwards, H.; Babuschkin, I.; Misra, V.",2022,paper,training_dynamics,grokking,empirical,"Networks can transition abruptly from memorisation to generalisation long after training loss converges",Phase transition in weights; is there a concomitant signature in activation criticality / avalanche statistics?,5
3012,Progress measures for grokking via mechanistic interpretability,"Nanda, N.; Chan, L.; Liberum, T.; Smith, J.; Steinhardt, J.",2023,paper,mech_interp,grokking,reverse_engineering,"Grokking in modular addition is explained by a discrete Fourier-basis circuit that emerges during training; specific progress measures predict the transition",Phase transitions in interpretability metrics align with weight-norm transitions; look for analogous activation-criticality transitions,5
3013,Towards understanding grokking: an effective theory of representation learning,"Liu, Z.; Kitouni, O.; Nolte, N.; Michaud, E.J.; Tegmark, M.; Williams, M.",2022,paper,training_dynamics,grokking,empirical_theory,"Phase diagram of grokking in four regimes; weight decay and data fraction control the transition",Provides phase-diagram template for mapping criticality vs topology knobs,4
3014,Gradient descent on neural networks typically occurs at the edge of stability,"Cohen, J.M.; Kaur, S.; Li, Y.; Kolter, J.Z.; Talwalkar, A.",2021,paper,training_dynamics,edge_of_stability,empirical,"Hessian top eigenvalue hovers near 2/lr during typical GD training; loss is non-monotone yet training progresses",Edge-of-stability is an optimisation-dynamics criticality distinct from signal-propagation criticality; both can coexist,5
3015,Self-stabilization: the implicit bias of gradient descent at the edge of stability,"Damian, A.; Nichani, E.; Lee, J.D.",2022,paper,training_dynamics,edge_of_stability,theory,"Analytic mechanism by which GD self-regulates the sharpness to hover near 2/lr",Self-organising behaviour in optimiser is a criticality analogue; do activations also self-organise?,4
3016,Adaptive gradient methods at the edge of stability,"Cohen, J.M.; Ghorbani, B.; Krishnan, S.; Agarwal, N.; Medapati, S.; Badura, M.; Suo, D.; Cardoze, D.; Nado, Z.; Dahl, G.E.; Gilmer, J.",2022,paper,training_dynamics,edge_of_stability,empirical,"Adam and related adaptive optimisers exhibit an analogous 'edge of stability' via the preconditioned Hessian",Edge-of-stability is robust across optimisers used in LLM training; relevant for Adam-trained nanoGPT,3
3017,The lottery ticket hypothesis: finding sparse trainable neural networks,"Frankle, J.; Carbin, M.",2019,paper,network_topology,pruning,empirical,"Dense randomly-initialised nets contain sparse subnetworks (winning tickets) that, trained in isolation with original init, match full-net performance",Topology and init jointly determine trainability; winning-ticket subnet could be examined for criticality signatures,4
3018,Scaling laws for neural language models,"Kaplan, J.; McCandlish, S.; Henighan, T.; Brown, T.B.; Chess, B.; Child, R.; Gray, S.; Radford, A.; Wu, J.; Amodei, D.",2020,paper,scaling,scaling_laws,empirical,"Test loss scales as a power law in model size, dataset size, and compute with specific exponents",Power-law scaling in macroscopic quantities; is this an echo of underlying critical organisation?,4
3019,Training compute-optimal large language models (Chinchilla),"Hoffmann, J.; Borgeaud, S.; Mensch, A.; Buchatskaya, E.; Cai, T.; Rutherford, E.; de las Casas, D.; Hendricks, L.A.; Welbl, J.; Clark, A.; Hennigan, T.; Noland, E.; Millican, K.; van den Driessche, G.; Damoc, B.; Guy, A.; Osindero, S.; Simonyan, K.; Elsen, E.; Rae, J.W.; Vinyals, O.; Sifre, L.",2022,paper,scaling,scaling_laws,empirical,"Compute-optimal training requires model and data to scale ~equally; Kaplan exponents revised",Use Chinchilla-optimal loss as reference for 'healthy' scaling; deviation may flag off-critical training,3
3020,Explaining neural scaling laws,"Bahri, Y.; Dyer, E.; Kaplan, J.; Lee, J.; Sharma, U.",2021,paper,scaling,scaling_laws,theory,"Four scaling regimes explained: variance-limited, resolution-limited, with data and parameter exponents tied to data manifold dimension and kernel spectrum",Connects scaling exponents to spectral properties of NTK — criticality-like universality,4
3021,Emergent abilities of large language models,"Wei, J.; Tay, Y.; Bommasani, R.; Raffel, C.; Barret, Z.; Metzler, D.; Chi, E.H.; Hashimoto, T.; Vinyals, O.; Liang, P.; Dean, J.; Fedus, W.",2022,paper,scaling,emergence,empirical,"Specific capabilities (arithmetic, instruction-following) appear abruptly above scale thresholds",Emergent-capability boundaries could correspond to activation-criticality phase transitions; test on nanoGPT size sweep,4
3022,Are emergent abilities of large language models a mirage?,"Schaeffer, R.; Miranda, B.; Koyejo, S.",2023,paper,scaling,emergence,critique,"Most emergent abilities vanish under smooth metrics; argue emergence is an artefact of discontinuous metrics",Methodological warning: critical-looking transitions may be metric artefacts; use smooth order parameters,5
3023,A mathematical framework for transformer circuits,"Elhage, N.; Nanda, N.; Olsson, C.; Henighan, T.; Joseph, N.; Mann, B.; Askell, A.; Bai, Y.; Chen, A.; Conerly, T.; DasSarma, N.; Drain, D.; Ganguli, D.; Hatfield-Dodds, Z.; Hernandez, D.; Jones, A.; Kernion, J.; Lovitt, L.; Ndousse, K.; Amodei, D.; Brown, T.; Clark, J.; Kaplan, J.; McCandlish, S.; Olah, C.",2021,paper,mech_interp,transformer_circuits,reverse_engineering,"Decomposes attention-only transformers into QK/OV circuits and virtual-head pathways; residual stream as communication channel",Residual stream is the natural substrate on which to compute avalanche/correlation statistics,5
3024,In-context learning and induction heads,"Olsson, C.; Elhage, N.; Nanda, N.; Joseph, N.; DasSarma, N.; Henighan, T.; Mann, B.; Askell, A.; Bai, Y.; Chen, A.; Conerly, T.; Drain, D.; Ganguli, D.; Hatfield-Dodds, Z.; Hernandez, D.; Johnston, S.; Jones, A.; Kernion, J.; Lovitt, L.; Ndousse, K.; Amodei, D.; Brown, T.; Clark, J.; Kaplan, J.; McCandlish, S.; Olah, C.",2022,paper,mech_interp,transformer_circuits,reverse_engineering,"Induction heads emerge via a phase transition during training; responsible for much in-context learning",Mid-training circuit emergence is a concrete phase transition — align with criticality measurements on nanoGPT,5
3025,Interpretability in the wild: a circuit for indirect object identification,"Wang, K.; Variengien, A.; Conmy, A.; Shlegeris, B.; Steinhardt, J.",2023,paper,mech_interp,transformer_circuits,activation_patching,"Reverse-engineers a specific 26-head circuit in GPT-2 small implementing the IOI task",Demonstrates sparse functional circuits in pretrained GPT-2 — evidence of highly organised (possibly scale-free) usage,4
3026,Towards monosemanticity: decomposing language models with dictionary learning,"Bricken, T.; Templeton, A.; Batson, J.; Chen, B.; Jermyn, A.; Conerly, T.; Turner, N.; Anil, C.; Denison, C.; Askell, A.; Lasenby, R.; Wu, Y.; Kravec, S.; Schiefer, N.; Maxwell, T.; Joseph, N.; Hatfield-Dodds, Z.; Tamkin, A.; Nguyen, K.; McLean, B.; Burke, J.E.; Hume, T.; Carter, S.; Henighan, T.; Olah, C.",2023,paper,mech_interp,sparse_autoencoders,dictionary_learning,"Sparse autoencoders recover interpretable monosemantic features from a 1-layer transformer; features form sparse overcomplete basis",SAE feature firings give natural unit set for avalanche analysis — active SAE features per token ≈ avalanche events,5
3027,Scaling monosemanticity: extracting interpretable features from Claude 3 Sonnet,"Templeton, A.; Conerly, T.; Marcus, J.; Lindsey, J.; Bricken, T.; Chen, B.; Pearce, A.; Citro, C.; Ameisen, E.; Jones, A.; Cunningham, H.; Turner, N.; McDougall, C.; MacDiarmid, M.; Tamkin, A.; Durmus, E.; Hume, T.; Mosconi, F.; Freeman, C.D.; Sumers, T.R.; Rees, E.; Batson, J.; Jermyn, A.; Carter, S.; Olah, C.; Henighan, T.",2024,paper,mech_interp,sparse_autoencoders,dictionary_learning,"Scaling SAEs to Claude 3 Sonnet recovers millions of features including safety-relevant ones",Feature count scales with model; test whether SAE-feature-firing distribution exhibits power laws,4
3028,Gemma Scope: open sparse autoencoders everywhere all at once on Gemma 2,"Lieberum, T.; Rajamanoharan, S.; Conmy, A.; Smith, L.; Sonnerat, N.; Varma, V.; Kramár, J.; Dragan, A.; Shah, R.; Nanda, N.",2024,paper,mech_interp,sparse_autoencoders,dictionary_learning,"Open-weights SAE suite trained on every layer/site of Gemma-2 2B/9B",Public SAEs available for layer-resolved criticality analysis — no SAE training needed,4
3029,Sparse autoencoders find highly interpretable features in language models,"Cunningham, H.; Ewart, A.; Riggs, L.; Huben, R.; Sharkey, L.",2023,paper,mech_interp,sparse_autoencoders,dictionary_learning,"Dictionary learning recovers more interpretable features than raw neurons in Pythia-70M/410M",Independent replication of SAE method; validates feature-firing-as-avalanche-unit assumption,4
3030,Locating and editing factual associations in GPT (ROME),"Meng, K.; Bau, D.; Andonian, A.; Belinkov, Y.",2022,paper,mech_interp,activation_patching,causal_tracing,"Causal-trace experiments localise factual knowledge to mid-layer MLPs in GPT; rank-one updates can edit facts",Causal tracing is gold-standard intervention protocol — adopt for avalanche-propagation experiments,4
3031,Localizing model behaviour with path patching,"Goldowsky-Dill, N.; MacLeod, C.; Sato, L.; Arora, A.",2023,paper,mech_interp,activation_patching,path_patching,"Path patching refines activation patching to isolate specific residual-stream paths",Methodology: which subcomponents of a forward pass are causally relevant for downstream activation,3
3032,Toy models of superposition,"Elhage, N.; Hume, T.; Olsson, C.; Schiefer, N.; Henighan, T.; Kravec, S.; Hatfield-Dodds, Z.; Lasenby, R.; Drain, D.; Chen, C.; Grosse, R.; McCandlish, S.; Kaplan, J.; Amodei, D.; Wattenberg, M.; Olah, C.",2022,paper,mech_interp,superposition,theory_and_empirical,"Networks represent more features than they have neurons via non-orthogonal superposition; phase transitions between monosemantic and polysemantic regimes",Superposition transitions are direct phase transitions — relate to criticality in feature-firing distribution,5
3033,Not all language model features are linear,"Engels, J.; Liao, I.; Michaud, E.J.; Gurnee, W.; Tegmark, M.",2024,paper,mech_interp,feature_geometry,empirical,"Some LLM features are inherently multi-dimensional (e.g. days of the week as a circle)",Feature geometry is non-trivial; avalanche clusters should be computed in appropriate feature geometry,3
3034,Universal neurons in GPT2 language models,"Gurnee, W.; Horsley, T.; Guo, Z.C.; Varma Manoj, T.; Tigges, C.; Kamath, U.; Bertsimas, D.",2024,paper,mech_interp,feature_geometry,empirical,"Small fraction (~1-5 percent) of GPT-2 neurons are universal across random seeds — they implement canonical functions (deletion, entropy control)",Universal neurons may be the 'hubs' in a scale-free neuron graph,4
3035,Finding neurons in a haystack: case studies with sparse probing,"Gurnee, W.; Nanda, N.; Pauly, M.; Harvey, K.; Troitskii, D.; Bertsimas, D.",2023,paper,mech_interp,feature_geometry,probing,"Sparse probes (k=1-32) find features that are surprisingly often localised to individual neurons in Pythia",Localisation vs distributed coding is a tunable property — relates to avalanche localisation,3
3036,The lazy neuron phenomenon: on emergence of activation sparsity in transformers,"Li, Z.; You, C.; Bhojanapalli, S.; Li, D.; Rawat, A.S.; Reddi, S.J.; Ye, K.; Chern, F.; Yu, F.; Guo, R.; Kumar, S.",2023,paper,activation_analysis,sparsity,empirical,"Trained transformers exhibit extreme activation sparsity — only tens of neurons active per token in MLP layers",Activation sparsity implies avalanche-size distributions are highly non-uniform; baseline for 'fraction active' statistic,5
3037,ReLU strikes back: exploiting activation sparsity in large language models,"Mirzadeh, I.; Alizadeh, K.; Mehta, S.; Del Mundo, C.C.; Tuzel, O.; Samei, G.; Rastegari, M.; Farajtabar, M.",2024,paper,activation_analysis,sparsity,empirical,"Replacing SiLU/GELU with ReLU in LLMs preserves quality while restoring ~95 percent activation sparsity",Activation function choice directly controls dead-unit fraction; impacts definition of avalanche events,4
3038,Deja Vu: contextual sparsity for efficient LLMs at inference time,"Liu, Z.; Wang, J.; Dao, T.; Zhou, T.; Yuan, B.; Song, Z.; Kailas, A.; Shrivastava, A.; Zhang, C.; Tian, Y.; Re, C.; Chen, B.",2023,paper,activation_analysis,sparsity,empirical,"Context-dependent activation sparsity — only 15-25 percent of MLP neurons contribute to each token; predictable from residual stream","Sparsity pattern is token-dependent — avalanches are context-conditional, not static",4
3039,MoEfication: transformer feed-forward layers are mixtures of experts,"Zhang, Z.; Lin, Y.; Liu, Z.; Li, P.; Sun, M.; Zhou, J.",2022,paper,activation_analysis,sparsity,empirical,"Dense FFN layers can be decomposed into sparsely-activated expert groups; suggests inherent modularity of FFN computation",Modular structure implies block-avalanche dynamics rather than homogeneous branching,3
3040,Deep residual learning for image recognition,"He, K.; Zhang, X.; Ren, S.; Sun, J.",2016,paper,network_topology,residual,empirical,"Residual connections allow training of 152-layer networks; identity shortcuts mitigate degradation",Skip connections are the central topology knob in the nanoGPT sweep — provide canonical citation,5
3041,Residual networks behave like ensembles of relatively shallow networks,"Veit, A.; Wilber, M.; Belongie, S.",2016,paper,network_topology,residual,empirical,"ResNets can be unrolled into an ensemble of O(2^L) paths with geometrically-distributed effective depths; most gradient flows through short paths",Effective-depth distribution is an avalanche-like statistic; direct precedent,5
3042,Deep learning systems as complex networks,"Testolin, A.; Piccolini, M.; Suweis, S.",2020,paper,network_topology,graph_analysis,empirical,"Trained DBNs analysed as graphs exhibit small-world and approximately scale-free connectivity",Direct precedent for treating a trained net as a complex network; look for transformer analogue,5
3043,Structure and performance of fully connected neural networks: emerging complex network properties,"Scabini, L.F.S.; Bruno, O.M.",2023,paper,network_topology,graph_analysis,empirical,"Weight-graph degree distributions of trained MLPs show power-law-like tails; structure correlates with generalisation",Weight-graph topology is a candidate observable alongside activation graphs,4
3044,Preferential attachment during the evolution of a potential energy landscape,"Watanabe, C.; Hiramatsu, K.; Kashino, K.",2020,paper,network_topology,graph_analysis,empirical,"Effective connectivity in trained deep networks exhibits scale-free structure consistent with preferential attachment during training",VERIFY venue — Front. Comp. Neuro. 2020; training as a growth process producing scale-free topology,4
3045,The critical brain hypothesis in deep learning,"Torres, J.J.; Morales, G.B.; di Santo, S.; Muñoz, M.A.",2023,paper,criticality_in_dl,criticality_rnns,empirical,"VERIFY exact authors/venue — claims that RNN-type networks organise near criticality during training",Direct precedent for criticality-in-trained-nets claim; check methodology,5
3046,Quasi-universal scaling in mouse-brain neuronal activity stems from edge-of-instability critical dynamics,"Morales, G.B.; di Santo, S.; Muñoz, M.A.",2023,paper,criticality_in_dl,criticality_theory,theory_and_empirical,"VERIFY — unifies edge-of-instability framework; cross-over between RNN dynamics and cortical activity",Framework may extend to transformer activations; bridge neuroscience and ML,4
3047,Fundamentals of recurrent neural network (RNN) and long short-term memory (LSTM) network,"Sherstinsky, A.",2020,paper,criticality_in_dl,rnn_review,review,"Comprehensive derivation of RNN/LSTM from differential-equation perspective",Background for treating transformer as dynamical system (via unrolled state),2
3048,Contrasting random and learned features in deep Bayesian linear regression,"Zavatone-Veth, J.A.; Canatar, A.; Ruben, B.S.; Pehlevan, C.",2022,paper,dl_theory,feature_learning,theory,"Analytical comparison of random vs trained features in deep Bayesian linear nets; feature-learning improves generalisation in a quantifiable regime",Distinguishes 'random-feature' null model from genuine feature-learning — critical for null-hypothesis design,3
3049,Transformer feed-forward layers are key-value memories,"Geva, M.; Schuster, R.; Berant, J.; Levy, O.",2021,paper,mech_interp,ffn_analysis,empirical,"FFN layers in transformers implement key-value memory lookups where keys detect patterns and values promote token distributions",FFN activations have specific semantic structure — natural boundary for defining avalanche events,4
3050,Knowledge neurons in pretrained transformers,"Dai, D.; Dong, L.; Hao, Y.; Sui, Z.; Chang, B.; Wei, F.",2022,paper,mech_interp,ffn_analysis,empirical,"Identifies knowledge neurons whose ablation specifically removes factual associations",Knowledge neurons are candidate 'hubs' — highly connected in functional-activation graph,3
3051,Eight things to know about large language models,"Bowman, S.R.",2023,paper,scaling,emergence,position,"Overview of LLM phenomenology including predictable scaling and unpredictable capability emergence",Situates emergence debate; useful context,2
3052,On the theory of implicit deep learning: global convergence with implicit layers,"Bai, S.; Kolter, J.Z.; Koltun, V.",2019,paper,dl_theory,implicit_models,theory,"VERIFY — foundational implicit/deep-equilibrium models paper",Deep-equilibrium nets are naturally fixed-point systems — Lyapunov analysis is immediate,2
3053,Pathways to emergence: universality and criticality in deep networks,"Pilarski, S.; et al.",2023,paper,criticality_in_dl,lyapunov,empirical_theory,"VERIFY author list and venue; Jacobian-spectrum proxies for maximal Lyapunov exponent in wide feedforward nets",Direct methodology for Lyapunov-in-deep-net; central citation for sensitivity theme,4
3054,Residual stream analysis with multi-layer SAEs,"Zhang, Z.; et al.",2024,paper,mech_interp,sae_methodology,empirical,"VERIFY authors and venue; decomposes residual stream across multiple layers into aligned SAE features",Multi-layer SAE needed to track cross-layer avalanches,3
3055,The implicit bias of batch normalization: batch normalization biases residual blocks towards the identity function,"De, S.; Smith, S.L.",2020,paper,network_topology,normalization,theory_and_empirical,"VERIFY exact title; BN initialises residual blocks near identity, keeping effective depth low early in training",Effective-depth / branching connection: BN may hold networks near a 'cold' edge of chaos early in training,3
1041,Spontaneous spiking activity of hundreds of neurons in mouse somatosensory cortex slice cultures recorded using a dense 512 electrode array,"Ito, S.; Yeh, F.-C.; Timme, N.M.; Hottowy, P.; Litke, A.M.; Beggs, J.M.",2016,dataset,neuroscience,cortical_avalanches,high_density_mea,"CRCNS ssc-3: spontaneous multi-unit spiking from mouse S1 slices on 512-channel MEA, publicly released with spike times and metadata (DOI 10.6080/K07D2S2F)",Use ssc-3 as ground-truth biological avalanche reference to calibrate DL activation-avalanche pipelines,5
1042,Survey of spiking in the mouse visual system reveals functional hierarchy,"Siegle, J.H.; Jia, X.; Durand, S.; Gale, S.; Bennett, C.; Graddis, N.; Heller, G.; Ramirez, T.K.; Choi, H.; Luviano, J.A.; Groblewski, P.A.; Ahmed, R.; Arkhipov, A.; Bernard, A.; Billeh, Y.N.; Brown, D.; Buice, M.A.; Cain, N.; Caldejon, S.; Casal, L.; Cho, A.; Chvilicek, M.; Cox, T.C.; Dai, K.; Denman, D.J.; de Vries, S.E.J.; Dietzman, R.; Esposito, L.; Farrell, C.; Feng, D.; Galbraith, J.; Garrett, M.; Gelfand, E.C.; Hancock, N.; Harris, J.A.; Howard, R.; Hu, B.; Hytnen, R.; Iyer, R.; Jessett, E.; Johnson, K.; Kato, I.; Kiggins, J.; Lambert, S.; Lecoq, J.; Ledochowitsch, P.; Lee, J.H.; Leon, A.; Li, Y.; Liang, E.; Long, F.; Mace, K.; Melchior, J.; Millman, D.; Mollenkopf, T.; Nayan, C.; Ng, L.; Ngo, K.; Nguyen, T.; Nicovich, P.R.; North, K.; Ocker, G.K.; Ollerenshaw, D.; Oliver, M.; Pachitariu, M.; Perkins, J.; Reding, M.; Reid, D.; Robertson, M.; Ronellenfitch, K.; Seid, S.; Slaughterbeck, C.; Stoecklin, M.; Sullivan, D.; Sutton, B.; Swapp, J.; Thompson, C.; Turner, K.; Wakeman, W.; Whitesell, J.D.; Williams, D.; Williford, A.; Young, R.; Zeng, H.; Naylor, S.; Phillips, J.W.; Reid, R.C.; Mihalas, S.; Olsen, S.R.; Koch, C.",2021,journal_article,neuroscience,neuropixels_dataset,high_density_ephys,"Allen Visual Coding Neuropixels: simultaneous recordings from ~100k neurons across six cortical and two thalamic visual areas in awake mice, revealing a functional hierarchy (DOI 10.1038/s41586-020-03171-x)",Evaluate avalanche exponents across cortical hierarchy and match to per-layer DL criticality signatures,4
2046,Tuning Universality in Deep Neural Networks,"Ghavasieh, A.",2025,preprint,statphys,criticality_in_dl,stochastic_theory,"Landau + directed-percolation description of activity cascades in random DNNs shows activation-function choice selects between two universality classes (log-trap BM vs absorbed BM)",Universality class of avalanche statistics is a tunable macroscopic knob controlled by activation nonlinearity,5
2047,Intuition emerges in Maximum Caliber models at criticality,"Arola-Fernández, L.",2025,preprint,statphys,criticality_in_dl,maximum_caliber,"Maze-walking models trained with a Maximum-Caliber objective exhibit a fragile intermediate phase with hysteresis and multistability where novel goal-directed strategies appear spontaneously",An explicit entropy-weighted training objective produces a critical metastable phase analogous to edge-of-chaos in standard LLMs,4
3056,Dimensional Criticality at Grokking Across MLPs and Transformers,"Wang, P.",2026,preprint,criticality_in_dl,grokking,avalanche_probe,"VERIFY: TDU-OFC avalanche probe on MLP-XOR and transformer-modular-addition shows effective cascade dimension D(t) crosses the D=1 Gaussian baseline precisely at the grokking transition",Direct scoop risk: cascade-dimension analysis of grokking is already published; our contribution must diverge in method (SAE-feature events) or system (pretrained LLMs),5
3057,Grokking as Dimensional Phase Transition in Neural Networks,"Wang, P.",2026,preprint,criticality_in_dl,grokking,theory_empirical,"VERIFY: grokking is framed as a dimensional phase transition with sub- to super-diffusive crossover and self-organised criticality in gradient-field geometry",Near-scoop companion to 3056: pre-register how our criticality signatures differ from Wang's gradient-geometry signatures,5
3058,Intelligence at the Edge of Chaos,"Zhang, S.; Patel, A.; Rizvi, S.A.; Liu, N.; He, S.; Karbasi, A.; Zappala, E.; van Dijk, D.",2024,preprint,dl_theory,criticality_in_dl,empirical,"LLMs trained to predict elementary cellular-automaton dynamics acquire stronger downstream reasoning when the training CA sits at intermediate (edge-of-chaos) complexity than at trivial or fully chaotic complexity",Complexity of training data itself carries a criticality sweet-spot — distinct from activation criticality but potentially couples to it,4
3059,Sparse Autoencoders Can Interpret Randomly Initialized Transformers,"Heap, T.; Lawson, T.; Farnik, L.; Aitchison, L.",2025,preprint,mech_interp,sparse_autoencoders,empirical,"VERIFY: SAE interpretability metrics are broadly similar on random-init and trained transformers — the user-requested 'Heimersheim & Turner' attribution does not match arXiv 2501.17727 authors",Null-model warning: SAE-feature avalanches from random-init networks must be a control condition for any criticality claim,5
3060,Lyapunov Learning at the Onset of Chaos,"Benati, M.; Falanti, A.; others",2025,preprint,training_dynamics,edge_of_chaos,optimiser,"VERIFY: training algorithm that regularises maximum Lyapunov exponent toward zero improves adaptation under regime shifts (Lorenz benchmark) by ~96% loss-ratio",Explicit edge-of-chaos training objective provides an active-control baseline for our passive criticality measurements,4
3061,Learning Continually by Spectral Regularization,"Lewandowski, A.; Tanaka, H.; Schuurmans, D.; Machado, M.C.",2024,preprint,training_dynamics,plasticity,regularisation,"VERIFY: keeping the top singular value of each layer near one preserves plasticity and prevents loss-of-trainability in continual learning",Spectral-radius regularisation is effectively an edge-of-chaos constraint at weight level — compare to activation-level criticality metrics,4
3062,GrokAlign: Geometric Characterisation and Acceleration of Grokking,"Walker, T.; Humayun, A.I.; Balestriero, R.; Baraniuk, R.G.",2025,preprint,training_dynamics,grokking,jacobian_regularisation,"Jacobian alignment at training points drives grokking; direct Jacobian regularisation induces grokking much earlier than weight decay alone",Jacobian alignment is a geometric order parameter for grokking — test whether it co-varies with activation-criticality signatures,4
3063,Grokfast: Accelerated Grokking by Amplifying Slow Gradients,"Lee, J.; Kang, B.G.; Kim, K.; Lee, K.M.",2024,preprint,training_dynamics,grokking,gradient_filter,"Spectral decomposition of gradient trajectories shows slow components drive generalisation; amplifying them accelerates grokking >50x on image/language/graph tasks",Slow-gradient amplification supplies a cheap lever for generating many grokking transitions to sample critical signatures,3
3064,NeuralGrok: Accelerate Grokking by Neural Gradient Transformation,"Yu, X.; Zhang, Y.; others",2025,preprint,training_dynamics,grokking,gradient_transformation,"VERIFY: learned gradient-transformation module accelerates grokking on arithmetic tasks and reduces Absolute Gradient Entropy (AGE) more smoothly than weight decay",Gradient-entropy is a candidate progress measure worth comparing against activation-avalanche measures,3
3065,Muon Optimizer Accelerates Grokking,"Tveit, A.; Tidemann, A.; others",2025,preprint,training_dynamics,grokking,optimiser,"VERIFY: Muon's spectral-norm constraints and second-order information cut mean grokking epoch from 153 to 103 across seven modular-arithmetic tasks (p=6.3e-8)",Optimiser-level spectral constraint is another control knob for tuning where on the criticality axis grokking occurs,3
3066,Grokking at the Edge of Numerical Stability,"Prieto, L.; Barsbey, M.; Mediano, P.A.M.; Birdal, T.",2025,paper,training_dynamics,grokking,empirical_theory,"Unregularised grokking drives logits to Softmax-Collapse and produces naive-loss-minimisation gradients; StableMax activation and orthogonal-gradient training each enable grokking without weight decay",Softmax-Collapse is a concrete dynamical-instability boundary that may coincide with the activation-criticality transition,4
3067,Grokking and Generalization Collapse: Insights from HTSR theory,"Prakash, H.K.; Martin, C.H.",2025,preprint,training_dynamics,grokking,heavy_tailed_self_regularisation,"Training a 3-layer MLP on MNIST for 1e7 steps reveals a third anti-grokking phase detectable only by HTSR alpha<2 and Correlation-Trap outlier singular values",HTSR weight-matrix exponents carry late-stage criticality signal not visible in activation statistics — a complementary axis,4
3068,Mamba State-Space Models Are Lyapunov-Stable Learners,"Halloran, J.T.; Gulati, M.; Roysdon, P.F.",2024,preprint,dl_theory,state_space_models,theory_empirical,"Mamba/Mamba-2 SSM layers are provably Lyapunov-stable under mixed-precision and PEFT fine-tuning perturbations, unlike transformer baselines",Architectural Lyapunov stability is antithetical to edge-of-chaos — test whether Mamba sits further from criticality than transformers on matched tasks,3
3069,Transformers are SSMs: Generalized Models and Efficient Algorithms Through Structured State Space Duality,"Dao, T.; Gu, A.",2024,preprint,dl_theory,state_space_models,theory,"State-Space Duality framework connects SSMs and attention via structured semiseparable matrices and yields Mamba-2 with 2-8x speedup while matching transformer perplexity",SSD framework lets us port transformer criticality tools to SSMs with shared mathematical substrate,3
3070,The Shaped Transformer: Attention Models in the Infinite Depth-and-Width Limit,"Noci, L.; Li, C.; Li, M.B.; He, B.; Hofmann, T.; Maddison, C.J.; Roy, D.M.",2023,paper,dl_theory,infinite_depth,theory,"Softmax centred at identity plus width-dependent temperature yields a well-defined SDE limit in proportional infinite-depth-width regime, avoiding rank collapse",Shaped-attention parametrisation is an explicit criticality-preserving design — benchmark it against unshaped nanoGPT,3
3071,u-muP: The Unit-Scaled Maximal Update Parametrization,"Blake, C.; Eichenberg, C.; Dean, J.; Balles, L.; Prince, L.Y.; Deiseroth, B.; Cruz-Salinas, A.F.; Luschi, C.; Weinbach, S.; Orr, D.",2024,paper,dl_theory,parametrisation,empirical_theory,"Combining muP with Unit Scaling gives activations/weights/gradients scale ~1 at init and enables stable FP8 training with simpler HP defaults across model sizes",u-muP is a principled init that is scale-invariant by construction — an alternative null baseline to random Gaussian init,3
3072,Geometric Dynamics of Signal Propagation Predict Trainability of Transformers,"Cowsik, A.; Nebabu, T.; Qi, X.-L.; Ganguli, S.",2024,preprint,dl_theory,signal_propagation,theory,"Treating token representations as n interacting particles yields update equations that expose an order-chaos phase transition in transformer init hyperparameters",Provides the explicit edge-of-chaos phase diagram in transformer init space that our empirical signatures should track,5
3073,All you need is a good init,"Mishkin, D.; Matas, J.",2015,paper,dl_theory,initialisation,lsuv,"Layer-sequential unit-variance initialisation (orthonormal + per-layer variance normalisation) matches or beats bespoke deep-net init schemes on ImageNet/CIFAR",Classical per-layer variance-normalised init as historical baseline for how criticality-aware init changes trainability,2
3074,Fixup Initialization: Residual Learning Without Normalization,"Zhang, H.; Dauphin, Y.N.; Ma, T.",2019,paper,dl_theory,initialisation,empirical_theory,"Properly rescaled residual-branch init (Fixup) trains 10000-layer residual nets stably without any normalisation layer",Normalisation-free deep residual training — useful control for isolating whether BN/LN interacts with criticality signatures,2
