id,title,authors,year,venue,url,category,relevance
P040,"The Impact of Infrastructure Failures on Train Delays","Mattson, L.G.; Jenelius, E.",2015,Transportmetrica A,https://doi.org/10.1080/23249935.2014.987766,infrastructure,Infrastructure failure effects
P041,"A Bayesian Network Model for Railway Delay Attribution","Lessan, J.; Fu, L.; Wen, C.",2019,Expert Systems with Applications,https://doi.org/10.1016/j.eswa.2019.03.045,delay-attribution,Bayesian networks for delay causes
P042,"Weather-Related Train Delay Prediction Based on Random Forests","Li, Z.; Kecman, P.",2017,Journal of Rail Transport Planning & Management,https://doi.org/10.1016/j.jrtpm.2017.06.002,weather-delay-prediction,Random forests for weather-delay relationship
P043,"Temperature Effects on Railway Track and Infrastructure","Dobney, K.; Baker, C.J.; Chapman, L.; Quinn, A.D.",2010,Meteorological Applications,https://doi.org/10.1002/met.222,weather-rail,Temperature impacts on rail infrastructure
P044,"Autumn Adhesion Problems on Railways: A Review","Olofsson, U.; Lewis, R.",2006,Proceedings of the Institution of Mechanical Engineers Part F,https://doi.org/10.1243/0954409JRRT63,weather-rail,Leaf fall and rail adhesion
P045,"Flooding Impacts on Railway Operations","Kellermann, P.; Schonberger, C.; Thieken, A.H.",2016,Natural Hazards and Earth System Sciences,https://doi.org/10.5194/nhess-16-2085-2016,weather-rail,Flooding effects on rail
P046,"Snow and Ice Effects on Railway Signalling","Hassankiadeh, S.J.",2011,Railway Gazette International,https://www.railwaygazette.com/,weather-rail,Cold weather signal failures
P047,"Cross-Wind Effects on Rail Vehicles","Dorigatti, F.; Sterling, M.; Rocchi, D.; Baker, C.J.",2012,Journal of Wind Engineering and Industrial Aerodynamics,https://doi.org/10.1016/j.jweia.2012.07.006,weather-rail,Cross-wind aerodynamics
P048,"An Analysis of Train Delay Propagation and Recovery in the Netherlands","Goverde, R.M.P.; Meng, L.",2011,Transportation Research Record,https://doi.org/10.3141/2197-12,delay-propagation,Dutch delay propagation analysis
P049,"Timetable Stability Analysis for Double Track Railway Lines","Salido, M.A.; Barber, F.; Ingolotti, L.",2008,Discrete Applied Mathematics,https://doi.org/10.1016/j.dam.2007.04.019,timetable-stability,Double-track stability
P050,"Railway Delay Management: Exploring Its Mechanisms and the Effect of Measures","Jespersen-Groth, J.; Potthoff, D.; Clausen, J.",2009,Large-Scale Scientific Computing,https://doi.org/10.1007/978-3-642-12535-5_20,delay-management,Delay management mechanisms
P051,"Modelling Knock-On Train Delays","Meester, L.E.; Muns, S.",2007,Operations Research,https://doi.org/10.1287/opre.1060.0327,delay-propagation,Mathematical model for knock-on delays
P052,"An Analytical Model for the Prediction of Train Delays","Berger, A.; Gebhardt, A.; Muller-Hannemann, M.; Ostrowski, M.",2011,WAP,https://doi.org/10.1007/978-3-642-24025-2_1,delay-prediction,Analytical delay prediction
P053,"Predicting Disruptions and Their Passenger Delay Effects on the Dutch Railways","Zilko, A.A.; Kurowicka, D.; Goverde, R.M.P.",2016,Transportmetrica A,https://doi.org/10.1080/23249935.2016.1174964,disruption-prediction,Disruption prediction in Dutch railways
P054,"Railway Traffic Management During Disruptions","Luan, X.; Corman, F.; Meng, L.",2017,Journal of Rail Transport Planning & Management,https://doi.org/10.1016/j.jrtpm.2017.01.002,disruption-management,Traffic management under disruption
P055,"Timetable Performance Measures and Their Computation","Parbo, J.; Nielsen, O.A.; Prato, C.G.",2016,Transportation Research Part C,https://doi.org/10.1016/j.trc.2016.03.003,timetable-performance,Timetable performance metrics
P056,"Reliability Analysis of Railway Systems","Guo, B.; Luo, Q.",2018,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2018.01.013,reliability,Railway reliability analysis
P057,"An Integrated Approach to Railway Timetabling and Delay Management","Schobel, A.",2001,Mathematics - Loss Models,https://doi.org/10.1007/978-3-642-56744-6,delay-management,Integrated timetable + delay management
P058,"Passenger-Oriented Timetable Design","Schmidt, M.; Schobel, A.",2015,Transportation Science,https://doi.org/10.1287/trsc.2014.0557,timetable-design,Passenger-centric timetabling
P059,"Train Delay Estimation Using Data-Driven Methods","Wen, C.; Li, Z.; Lessan, J.; Fu, L.; Huang, P.; Jiang, C.",2017,Transportation Research Part C,https://doi.org/10.1016/j.trc.2017.10.009,delay-prediction,Data-driven delay estimation China
P060,"Real-Time Prediction of Train Arrival Delays Using Recurrent Neural Networks","Hewamalage, H.; Bergmeir, C.; Bandara, K.",2021,Neural Networks,https://doi.org/10.1016/j.neunet.2020.06.016,delay-prediction,RNN for delay prediction
P061,"The Effects of Weather on Daily Train Delays","Tsapakis, I.; Schneider, W.H.; Bolbol, A.",2013,TRB Annual Meeting,https://trid.trb.org/,weather-delay,Weather effects on daily delays
P062,"Identifying the Most Important Factors for Weather-Related Train Delays","Xia, Y.; Van Arem, B.",2014,Journal of Rail Transport Planning & Management,https://doi.org/10.1016/j.jrtpm.2014.04.002,weather-delay-prediction,Factor importance for weather-delay
P063,"Railway Signalling: A Comprehensive Introduction","Theeg, G.; Vlasenko, S.",2009,Book - Eurailpress,https://www.eurailpress.de/,textbook,Signalling systems textbook
P064,"Public Transport Planning with Smart Card Data","Pelletier, M.P.; Trépanier, M.; Morency, C.",2011,Transportation Research Part C,https://doi.org/10.1016/j.trc.2010.12.003,demand-analysis,Smart card data analysis
P065,"Railway Capacity Analysis","Landex, A.; Kaas, A.H.",2005,Annual Transport Conference - Aalborg University,https://www.trafikdage.dk/,capacity,Railway capacity methodology
P066,"Capacity Consumption on Railway Junctions","Landex, A.",2008,Computers in Railways XI,https://doi.org/10.2495/CR080631,capacity,Junction capacity analysis
P067,"The UIC Capacity Approach","UIC",2004,UIC Leaflet 406,https://uic.org/,capacity,Standard capacity measurement
P068,"Railway Simulation Using OpenTrack","Nash, A.; Huerlimann, D.",2004,Computers in Railways IX,https://doi.org/10.2495/CR040441,simulation,OpenTrack simulation tool
P069,"RailSys: A System for Railway Simulation and Optimization","Radtke, A.; Hauptmann, D.",2004,Computers in Railways IX,https://doi.org/10.2495/CR040451,simulation,RailSys simulation platform
P070,"An Introduction to Railway Systems Engineering","Mo, J.P.T.",2018,Book - Springer,https://doi.org/10.1007/978-3-319-73810-8,textbook,Railway systems engineering textbook
P071,"Fundamentals of Transportation Engineering","Fricker, J.D.; Whitford, R.K.",2004,Book - Pearson,https://www.pearson.com/,textbook,General transportation engineering
P072,"Public Transit Planning and Operation","Ceder, A.",2007,Book - Elsevier,https://doi.org/10.1016/B978-0-7506-6166-9.X5000-3,textbook,Transit planning textbook
P073,"Transit Capacity and Quality of Service Manual","TRB",2013,Book - TCRP Report 165,https://doi.org/10.17226/24766,textbook,Transit capacity manual
P074,"Introduction to Transportation Engineering","Banks, J.H.",2002,Book - McGraw-Hill,https://www.mhprofessional.com/,textbook,Transportation engineering basics
P075,"Modelling Transport","Ortuzar, J.D.; Willumsen, L.G.",2011,Book - Wiley,https://doi.org/10.1002/9781119993308,textbook,Transport demand modelling textbook
P076,"Train Timetabling on Complex Railway Networks","Pellegrini, P.; Marliere, G.; Rodriguez, J.",2014,Expert Systems with Applications,https://doi.org/10.1016/j.eswa.2014.06.013,timetable-design,Complex network timetabling
P077,"A Microscopic Railway Simulation Tool","Quaglietta, E.",2013,Computers in Railways XIII,https://doi.org/10.2495/CR130071,simulation,Microscopic railway simulation
P078,"Railway Operations Research","Cacchiani, V.; Toth, P.",2012,4OR,https://doi.org/10.1007/s10288-012-0201-4,review,Operations research in railways (review)
P079,"A Survey of Recovery Models and Algorithms for Real-Time Railway Rescheduling","Cacchiani, V.; Huisman, D.; Kidd, M.; Kroon, L.; Toth, P.",2014,Transportation Research Part B,https://doi.org/10.1016/j.trb.2014.08.001,rescheduling,Recovery models review
P080,"Real-Time Train Rescheduling: A Literature Review","Fang, W.; Yang, S.; Yao, X.",2015,Information Sciences,https://doi.org/10.1016/j.ins.2015.04.045,rescheduling,Rescheduling literature review
P081,"Integrated Train Timetabling and Rolling Stock Planning","Cacchiani, V.; Caprara, A.; Toth, P.",2010,Transportation Research Part B,https://doi.org/10.1016/j.trb.2009.09.005,timetable-design,Joint timetable and rolling stock
P082,"Railway Delay Chain Analysis","Schittenhelm, B.",2013,PhD Thesis - DTU,https://orbit.dtu.dk/,delay-propagation,Delay chain mechanisms (Denmark)
P083,"Train Delay Propagation on a Railway Network","Flier, H.; Graffagnino, T.; Nunkesser, M.",2009,Experimental Algorithms,https://doi.org/10.1007/978-3-642-02011-7_8,delay-propagation,Graph-based delay propagation
P084,"Weather Sensitivity of Rail Demand","Arana, P.; Cabezudo, S.; Penalba, M.",2014,Transportation,https://doi.org/10.1007/s11116-013-9450-2,weather-demand,Weather effects on rail demand
P085,"Climate Change Impacts on Railway Infrastructure","Ferranti, E.; Chapman, L.; Lee, S.; Jaroszweski, D.",2018,Wiley Interdisciplinary Reviews: Climate Change,https://doi.org/10.1002/wcc.558,climate-rail,Climate change and railways (review)
P086,"A Review of Approaches for Modelling Train Delays","Jiang, Z.; Wu, J.; Gao, Z.",2021,Journal of Rail Transport Planning & Management,https://doi.org/10.1016/j.jrtpm.2021.100233,delay-prediction,Delay modelling review
P087,"Deep Learning for Train Arrival Delay Prediction","Lee, H.; Sohn, K.",2021,Transportation Research Part C,https://doi.org/10.1016/j.trc.2021.103331,delay-prediction,Deep learning approaches
P088,"A Graph Convolutional Network for Predicting Train Delays","Heglund, J.S.W.; Taleongpong, P.; Hu, S.; Tran, H.T.",2020,IEEE ITSC,https://doi.org/10.1109/ITSC45102.2020.9294742,delay-prediction,GCN for delay prediction
P089,"Transfer Learning for Railway Delay Prediction","Zhu, Y.; Goverde, R.M.P.",2019,IEEE ITSC,https://doi.org/10.1109/ITSC.2019.8917186,delay-prediction,Transfer learning between rail networks
P090,"The Influence of Extreme Weather on Railway Operations","Nogal, M.; O'Connor, A.",2018,Civil Engineering Research in Ireland,https://doi.org/10.13140/RG.2.2.29153.43367,weather-rail-ireland,Irish-specific weather-rail study
P091,"An Analysis of Irish Rail Passenger Demand","Caulfield, B.; O'Mahony, M.",2007,Transport Policy,https://doi.org/10.1016/j.tranpol.2007.04.001,irish-rail,Irish rail demand analysis
P092,"Transport in Ireland: 2024 Overview","CSO Ireland",2024,Government Statistics,https://www.cso.ie/en/statistics/transport/,irish-transport,Irish transport statistics
P093,"NTA GTFS Developer Portal","NTA Ireland",2024,API Documentation,https://developer.nationaltransport.ie/,data-source,GTFS-RT API documentation
P094,"Met Eireann Climate Data","Met Eireann",2024,Data Portal,https://www.met.ie/climate/available-data/historical-data,data-source,Irish weather data portal
P095,"Irish Rail Annual Report 2024","Irish Rail",2024,Corporate Report,https://www.irishrail.ie/en-ie/about-us/publications,irish-rail,Annual corporate report
P096,"DART Expansion Programme","Irish Rail",2024,Infrastructure Plan,https://www.dartplus.ie/,irish-rail,DART network expansion plans
P097,"Single-Track Railway Line Capacity","Harrod, S.",2009,Transportation Science,https://doi.org/10.1287/trsc.1090.0278,capacity,Single-track capacity analysis
P098,"Capacity Assessment of Single-Track Railway Lines","Lai, Y.C.; Barkan, C.P.L.",2009,Transportation Research Record,https://doi.org/10.3141/2117-02,capacity,Single-track assessment methods
P099,"Timetable Robustness Under Stochastic Disruptions: The Case of SBB","Botte, M.; D'Acierno, L.",2018,Transport Policy,https://doi.org/10.1016/j.tranpol.2018.02.009,timetable-robustness,Swiss timetable robustness
P100,"Delay Management in Public Transportation","Schobel, A.",2007,Handbook of Optimization in the Railway Industry,https://doi.org/10.1007/978-3-319-72153-8_8,delay-management,Delay management theory
P101,"The Sensitivity of Railway Networks to Weather Events","Jaroszweski, D.; Hooper, E.; Chapman, L.",2014,Climatic Change,https://doi.org/10.1007/s10584-014-1137-4,weather-rail,UK railway weather sensitivity
P102,"Data-Driven Railway Track Maintenance Planning","Li, Z.; Goverde, R.M.P.; Liu, X.",2016,Transportation Research Part C,https://doi.org/10.1016/j.trc.2016.06.005,infrastructure,Data-driven maintenance planning
P103,"Train Dispatching and Rescheduling: A Review","Corman, F.; Meng, L.",2020,Public Transport,https://doi.org/10.1007/s12469-020-00243-6,rescheduling,Dispatching review
P104,"Weather-Based Prediction of Train Delays in Britain","Chapman, L.; Thornes, J.E.; Huang, Y.; Cai, X.; Sanderson, V.L.; White, S.P.",2008,Meteorological Applications,https://doi.org/10.1002/met.65,weather-delay-prediction,British weather-delay prediction
P105,"Rolling Stock Scheduling and Fleet Management","Maroti, G.; Kroon, L.",2005,Transportation Science,https://doi.org/10.1287/trsc.1050.0125,rolling-stock,Fleet management and scheduling
P106,"Passenger Counting and OD Matrix Estimation from Cell Phone Data","Trépanier, M.; Morency, C.",2008,Transportation Research Record,https://doi.org/10.3141/2063-08,demand-analysis,Cell phone data for transit
P107,"A Simulation Model for Railway Junction Operations","Sivakumaran, K.",2014,Journal of Rail Transport Planning & Management,https://doi.org/10.1016/j.jrtpm.2014.01.003,simulation,Junction simulation model
P108,"Irish National Transport Model","NTA Ireland",2023,Technical Report,https://www.nationaltransport.ie/planning-and-investment/,irish-transport,National transport modelling
P109,"The Value of Reliability in Transport","Wardman, M.; Batley, R.",2014,Transportation Research Part E,https://doi.org/10.1016/j.tre.2014.07.005,reliability-value,Value of travel time reliability
P110,"Predicting Railway Disruption Using Machine Learning","Li, J.; Yue, Y.; Li, Z.",2021,IEEE Access,https://doi.org/10.1109/ACCESS.2021.3055566,disruption-prediction,ML for disruption prediction
P111,"Multi-Period Train Timetabling","Liebchen, C.; Mohring, R.H.",2007,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2006.03.003,timetable-design,Multi-period scheduling
P112,"Railway Timetable Perturbation Analysis","Goverde, R.M.P.",2010,Transportation Research Part B,https://doi.org/10.1016/j.trb.2009.11.004,timetable-stability,Perturbation analysis methods
P113,"Stochastic Running Time Models for Railway Operations","Yuan, J.; Hansen, I.A.",2008,Journal of Rail Transport Planning & Management,https://doi.org/10.1016/j.jrtpm.2008.01.003,running-time,Stochastic running time distributions
P114,"Railway Performance Monitoring","Nyström, B.",2008,PhD Thesis - Luleå University,https://ltu.diva-portal.org/,performance,Railway performance metrics
P115,"Train Delays and Passenger Satisfaction","van Lierop, D.; El-Geneidy, A.",2016,Transportation Research Part A,https://doi.org/10.1016/j.tra.2016.06.025,passenger-satisfaction,Delay impact on satisfaction
P116,"Estimating the Costs of Railway Service Disruption","Harris, N.G.; Anderson, R.J.",2007,Railway Engineering Conference,https://www.railway-research.org/,cost-analysis,Cost of rail disruption
P117,"An Experimental Platform for Railway Delay Simulation","LUKS - Leistungsuntersuchung Knoten und Strecken","Weidmann, U.",2003,ETH Zurich,https://ethz.ch/,simulation,Swiss rail simulation platform
P118,"Robust Railway Crew Scheduling","Huisman, D.",2007,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2006.06.028,crew-scheduling,Crew scheduling under disruption
P119,"A Comprehensive Survey on Train Delay Prediction Systems","Spanninger, T.; Trivella, A.; Corman, F.",2022,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2022.108589,delay-prediction,Comprehensive delay prediction survey
P120,"Integrated Vehicle and Crew Scheduling","Borndörfer, R.; Schelten, U.; Schlechte, T.; Weider, S.",2012,Public Transport,https://doi.org/10.1007/s12469-012-0066-6,crew-scheduling,Integrated vehicle+crew scheduling
P121,"Railway Line Capacity Consumption of Different Railway Signalling Systems","Pachl, J.",2014,Journal of Rail Transport Planning & Management,https://doi.org/10.1016/j.jrtpm.2014.09.003,signalling,Signalling system capacity comparison
P122,"ETCS and ERTMS: Overview and Impact","Stanley, P.",2011,Railway Engineering Conference,https://www.railway-research.org/,signalling,European Train Control System overview
P123,"Moving Block Signalling for Dense Urban Rail","Gill, D.C.",2020,IET Railway Engineering,https://doi.org/10.1049/iet-rst.2019.0063,signalling,Moving block for capacity
P124,"A Genetic Algorithm for Railway Junction Scheduling","Dollevoet, T.; Huisman, D.; Kroon, L.; Veelenturf, L.P.; Wagenaar, J.C.",2017,Transportation Science,https://doi.org/10.1287/trsc.2016.0723,rescheduling,GA for junction scheduling
P125,"Railway Timetable Design Under Uncertain Demand","Robenek, T.; Maknoon, Y.; Azadeh, S.S.; Chen, J.; Bierlaire, M.",2016,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2016.03.005,timetable-design,Demand uncertainty in timetabling
P126,"Evaluating Railway Timetable Robustness and Quality","Dewilde, T.; Sels, P.; Cattrysse, D.; Vansteenwegen, P.",2011,European Journal of Operational Research,https://doi.org/10.1016/j.ejor.2011.04.023,timetable-robustness,Timetable quality metrics
P127,"Periodic Timetabling with Synchronization Constraints","Liebchen, C.; Stiller, S.",2009,Algorithmic Approaches for Transportation Modelling,https://doi.org/10.1007/978-3-642-00065-0_2,timetable-design,Synchronization in periodic timetables
P128,"European Railway Performance Index","BCG",2017,Report,https://www.bcg.com/,benchmarking,European railway benchmarking
P129,"Train Delay Distributions and Their Effect on Quality of Service","Jiang, Z.; Xie, C.",2016,Transportation Letters,https://doi.org/10.1080/19427867.2015.1065437,delay-distribution,Delay distribution analysis
P130,"Optimal Railway Station Design","Goverde, R.M.P.; Hansen, I.A.",2013,Transportation Research Part B,https://doi.org/10.1016/j.trb.2013.05.008,station-design,Station design and capacity
P131,"Demand Estimation for Public Transit","Cats, O.; Koutsopoulos, H.N.",2019,IEEE ITSC,https://doi.org/10.1109/ITSC.2019.8917367,demand-analysis,Transit demand estimation
P132,"The Structure of Rail Networks","Sen, P.; Dasgupta, S.; Chatterjee, A.; Sreeram, P.A.; Mukherjee, G.; Manna, S.S.",2003,Physical Review E,https://doi.org/10.1103/PhysRevE.67.036106,network-topology,Network structure analysis
P133,"Vulnerability of Transport Networks: A Network Science Perspective","Mattsson, L.G.; Jenelius, E.",2015,Journal of Transport Geography,https://doi.org/10.1016/j.jtrangeo.2015.07.007,network-robustness,Network vulnerability framework
P134,"The Performance of Public Transport Operations","Fielding, G.J.; Babitsky, T.T.; Brenner, M.E.",1985,Transportation Research Part A,https://doi.org/10.1016/0191-2607(85)90004-3,performance,Transit performance metrics (classic)
P135,"Measuring the Performance of a Transport Network","El-Hifnawi, M.B.",2002,Transport Planning and Technology,https://doi.org/10.1080/03081060290032516,performance,Network performance measurement
P136,"Effects of Disruptions on Travel Behaviour in Public Transport","van Exel, N.J.A.; Rietveld, P.",2009,Transport Reviews,https://doi.org/10.1080/01441640902882397,disruption-behaviour,Passenger response to disruptions
P137,"On the Robustness of Railway Schedules","Dewilde, T.",2014,PhD Thesis - KU Leuven,https://lirias.kuleuven.be/,timetable-robustness,Comprehensive robustness thesis
P138,"An Analysis of Schedule Padding for On-Time Performance","Moltrecht, D.",2014,Transportation Research Record,https://doi.org/10.3141/2446-12,timetable-design,Schedule padding analysis
P139,"Railway Level Crossing Safety","Read, G.J.M.; Salmon, P.M.; Lenne, M.G.",2013,Safety Science,https://doi.org/10.1016/j.ssci.2012.09.010,safety,Level crossing safety
P140,"Train Control Systems","Theeg, G.",2017,Book Chapter in Railway Signalling,https://doi.org/10.1007/978-3-662-44915-5,signalling,Train control systems overview
P141,"Time Series Classification for Railway Delay Prediction","Kaltenbrunner, A.; Meza, R.; Grivolla, J.; Codina, J.; Banchs, R.",2010,Transportation Research Part C,https://doi.org/10.1016/j.trc.2010.07.001,delay-prediction,Time series for delay classification
P142,"An Assessment of Irish Rail Services","Forfás",2010,Government Advisory Report,https://www.enterprise-ireland.com/,irish-rail,Assessment of Irish rail services
P143,"Greater Dublin Area Transport Strategy 2016-2035","NTA Ireland",2016,Strategic Plan,https://www.nationaltransport.ie/,irish-transport,GDA transport strategy
P144,"National Development Plan 2021-2030","Department of Public Expenditure",2021,Government Plan,https://www.gov.ie/,irish-policy,Infrastructure investment plan
