model	random_init	layer	basis	threshold	n_avalanches	alpha	beta	gamma_predicted	gamma_measured	ks	p_vs_lognormal	p_vs_exponential	sigma_ambient_MR	sigma_subspace_MR	K_PR	participation_ratio
gpt2	False	10	pca	2.5	4899	2.8215839916578886	2.9591472352009784	1.075518474126405	1.3175111292641966	0.07018085960270243	0.00011698624078542236	0.06374461377645269	0.9195912321283347	0.9251744962349288	13	12.888657604829884
gpt2	False	10	pca	3.0	10599	2.9106667143648934	2.8840576171874996	0.9860733968005306	1.394095717922197	0.020930242080893585	0.2409604321438359	0.0005639400491032115	0.9195912321283347	0.9251744962349288	13	12.888657604829884
gpt2	False	11	ambient	2.0	796	2.0234191918962443	2.7374978112874686	1.6977381556311664	1.174139482427332	0.14365665803816358	2.675920730878853e-09	7.833310562144149e-10	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	ambient	2.5	5248	2.893506334708157	2.494241716427694	0.7891400673122116	1.2271183559587422	0.05893106431713968	0.0024247757844858935	0.10776703424646036	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	ambient	3.0	11525	1.6935405782601882	2.9628662109374995	2.8302110539249687	1.2102085300529055	0.07647604178170708	3.504291745036222e-60	2.640376156081571e-43	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	random	2.0	5391	2.477186490871185	2.2313058880764247	0.8335480290983774	1.0901556161148724	0.058020655408380695	2.602074643623359e-07	0.32065169071658084	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	random	2.5	13026	1.5696878907048668	2.97333984375	3.463896417577727	1.091905965222482	0.10276884044073253	2.3654808060047238e-113	0.35158509381298986	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	random	3.0	11407	1.4439835086821624	2.999999999999999	4.504671819762912	1.0126203836409398	0.08376609838375648	6.698328790936742e-107	4.0693195170169825e-146	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	pca	2.0	927	2.908463316036028	2.995542999324824	1.0456281672050503	1.1969269306424597	0.10857340100262691	0.003606323780276486	0.005739076132079175	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	pca	2.5	6075	2.7653760456446355	2.4827578415381915	0.8399104798075786	1.2773465569392588	0.054604850422648454	0.006352671843349417	0.7520264788763977	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	False	11	pca	3.0	11870	2.5387006314638634	2.9536376953124996	1.2696671824030386	1.3550108457586976	0.03753176483247134	0.004148139028582479	0.00026175270082071334	0.9462318129959387	0.8717304711600916	6	6.276870130680307
gpt2	True	0	ambient	2.0	1								0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	ambient	2.5	53	1.8766540198609762	1.8749649837400075	0.9980733150334079		0.17677878327931473	0.06215873010971714	0.0790831076816752	0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	ambient	3.0	8544	2.04362562393007	2.7116525747794147	1.640102097468342	1.1840030647076762	0.07970709555268246	3.260341143315785e-32	0.23573741685501193	0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	random	2.0	1								0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	random	2.5	65	2.568700915337569	2.1231093609577845	0.7159486872079133		0.15462534780834603	0.2391946841510484	0.11188667579318773	0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	random	3.0	8787	2.0447513133210378	2.6626987503147674	1.5914780188496809	1.1880079213758794	0.07333355059175933	6.202603068158048e-34	0.5792660434549888	0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	pca	2.0	2								0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	pca	2.5	220	2.297085280694346	2.2033454222471613	0.9277303814618846	1.1678046416866228	0.13432019658342098	0.011994902138758593	0.01404324027606367	0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	0	pca	3.0	8140	2.816236472800345	2.6449144975519063	0.9056719883043161	1.1943709477534894	0.05334249895344345	0.0021112244181144303	0.6567603524777222	0.9378908523671231	0.9060232708341635	83	83.22232303358172
gpt2	True	1	ambient	2.0	1								0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	ambient	2.5	69	2.619950369649734	2.7775258398119878	1.0972717887624697		0.14053266079109183	0.08755798457437487	0.014324311543655205	0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	ambient	3.0	8757	1.9082017205612298	2.565413525558339	1.7236407838899275	1.1957274090069452	0.07235943999417876	2.3289903373212615e-40	0.08897352256882204	0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	random	2.0	1								0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	random	2.5	79	2.388204384128965	2.505288913127388	1.0843424284903755		0.1603554272721438	0.07143002177360966	0.017608242990517373	0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	random	3.0	8822	2.9613678666443035	2.9103419249921476	0.9739845122784355	1.2045370816840812	0.06561475574483489	1.4551592244152095e-05	0.02407457827831829	0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	pca	2.0	1								0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	pca	2.5	138	2.923661568675665	2.892297678211522	0.9836957337117594	1.0334553064546843	0.08753288056916453	0.5210170551119474	0.6707919341782774	0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	1	pca	3.0	7982	2.7113547595197076	2.9305648994393625	1.1280915828236433	1.2154198024954876	0.06518233605839546	2.8179674006656533e-05	0.4616901399090716	0.9438754689099236	0.9299012057292285	84	83.62974126348227
gpt2	True	2	ambient	2.0	1								0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	2	ambient	2.5	86	2.1686178148447905	2.2737978634402336	1.090003803860728		0.10241635766793167	0.19093199551994433	0.6532740433661661	0.9492277837599665	0.9259531470018143	88	87.63554581472741
gpt2	True	2	ambient	3.0	8530	1.8721067185630886	2.3220679580003183	1.5159474521404908	1.2251111334700717	0.060961512619950864	5.327617131716937e-33	6.819127668499131e-13	0.9492277837599665	0.9259531470018143	88	87.63554581472741
